GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO NAME	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	GENE_PRODUCT_SYNONYMS	GENE_PRODUCT_TYPE	GO ASPECT
UniProtKB	P30279	CCND2	involved_in	GO:0051726	regulation of cell cycle	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P30280|ensembl:ENSMUSP00000000188	9606	Ensembl		CCND2	protein	P
UniProtKB	P30279	CCND2	involved_in	GO:1900087	positive regulation of G1/S transition of mitotic cell cycle	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN000808639|UniProtKB:P30279	9606	GO_Central		CCND2	protein	P
UniProtKB	P30281	CCND3	involved_in	GO:0000082	G1/S transition of mitotic cell cycle	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:88313|PANTHER:PTN000808639|RGD:2293|RGD:621083|UniProtKB:P24385|UniProtKB:P30279|UniProtKB:P30281	9606	GO_Central		CCND3	protein	P
UniProtKB	P30281	CCND3	involved_in	GO:0051726	regulation of cell cycle	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P30282|ensembl:ENSMUSP00000126141	9606	Ensembl		CCND3	protein	P
UniProtKB	P30281	CCND3	involved_in	GO:1900087	positive regulation of G1/S transition of mitotic cell cycle	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN000808639|UniProtKB:P30279	9606	GO_Central		CCND3	protein	P
UniProtKB	P30304	CDC25A	involved_in	GO:0000086	G2/M transition of mitotic cell cycle	ECO:0000318	IBA	GO_REF:0000033	FB:FBgn0003525|PANTHER:PTN000089071|SGD:S000004639|UniProtKB:P30303|UniProtKB:P30307	9606	GO_Central		CDC25A	protein	P
UniProtKB	P30305	CDC25B	involved_in	GO:0000086	G2/M transition of mitotic cell cycle	ECO:0000318	IBA	GO_REF:0000033	FB:FBgn0003525|PANTHER:PTN000089071|SGD:S000004639|UniProtKB:P30303|UniProtKB:P30307	9606	GO_Central		CDC25B,CDC25HU2	protein	P
UniProtKB	P30305	CDC25B	involved_in	GO:0007144	female meiosis I	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P30306|ensembl:ENSMUSP00000028804	9606	Ensembl		CDC25B,CDC25HU2	protein	P
UniProtKB	P30307	CDC25C	involved_in	GO:0000086	G2/M transition of mitotic cell cycle	ECO:0000318	IBA	GO_REF:0000033	FB:FBgn0003525|PANTHER:PTN000089071|SGD:S000004639|UniProtKB:P30303|UniProtKB:P30307	9606	GO_Central		CDC25C	protein	P
UniProtKB	P30307	CDC25C	involved_in	GO:0000086	G2/M transition of mitotic cell cycle	ECO:0000316	IGI	PMID:2195549	UniProtKB:P06652	9606	UniProt		CDC25C	protein	P
UniProtKB	P31271	HOXA13	involved_in	GO:0045840	positive regulation of mitotic nuclear division	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q62424|ensembl:ENSMUSP00000125221	9606	Ensembl		HOXA13,HOX1J	protein	P
UniProtKB	P31271	HOXA13	involved_in	GO:0140014	mitotic nuclear division	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q62424|ensembl:ENSMUSP00000125221	9606	Ensembl		HOXA13,HOX1J	protein	P
UniProtKB	P31645	SLC6A4	involved_in	GO:0045787	positive regulation of cell cycle	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q60857|ensembl:ENSMUSP00000104039	9606	Ensembl		SLC6A4,HTT,SERT	protein	P
UniProtKB	P31947	SFN	involved_in	GO:0051726	regulation of cell cycle	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O70456|ensembl:ENSMUSP00000050374	9606	Ensembl		SFN,HME1	protein	P
UniProtKB	P33552	CKS2	involved_in	GO:0007127	meiosis I	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P56390|ensembl:ENSMUSP00000075250	9606	Ensembl		CKS2	protein	P
UniProtKB	P33552	CKS2	involved_in	GO:0044772	mitotic cell cycle phase transition	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P56390|ensembl:ENSMUSP00000075250	9606	Ensembl		CKS2	protein	P
UniProtKB	P33981	TTK	involved_in	GO:0007059	chromosome segregation	ECO:0000318	IBA	GO_REF:0000033	FB:FBgn0000063|FB:FBgn0283657|MGI:MGI:1194921|PANTHER:PTN000540737|PomBase:SPBC106.01|SGD:S000002186|UniProtKB:Q584I8|UniProtKB:Q86UE8|ZFIN:ZDB-GENE-030123-1	9606	GO_Central		TTK,MPS1,MPS1L1	protein	P
UniProtKB	P33981	TTK	involved_in	GO:0007094	mitotic spindle assembly checkpoint signaling	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P35761|ensembl:ENSMUSP00000064839	9606	Ensembl		TTK,MPS1,MPS1L1	protein	P
UniProtKB	P33981	TTK	involved_in	GO:0016321	female meiosis chromosome segregation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P35761|ensembl:ENSMUSP00000064839	9606	Ensembl		TTK,MPS1,MPS1L1	protein	P
UniProtKB	P33981	TTK	involved_in	GO:0033316	meiotic spindle assembly checkpoint signaling	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P35761|ensembl:ENSMUSP00000064839	9606	Ensembl		TTK,MPS1,MPS1L1	protein	P
UniProtKB	P34910	EVI2B	involved_in	GO:0051726	regulation of cell cycle	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q8VD58	9606	UniProt		EVI2B,EVDB	protein	P
UniProtKB	P34910	EVI2B	involved_in	GO:0051726	regulation of cell cycle	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8VD58|ensembl:ENSMUSP00000136153	9606	Ensembl		EVI2B,EVDB	protein	P
UniProtKB	P35070	BTC	involved_in	GO:0045840	positive regulation of mitotic nuclear division	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:107508|MGI:MGI:1919170|PANTHER:PTN001643577|RGD:620275|RGD:620299|UniProtKB:P01135|UniProtKB:Q6UW88	9606	GO_Central		BTC	protein	P
UniProtKB	P35070	BTC	involved_in	GO:0045840	positive regulation of mitotic nuclear division	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:A0A8I6AQ55|ensembl:ENSRNOP00000095979	9606	Ensembl		BTC	protein	P
UniProtKB	P35222	CTNNB1	involved_in	GO:0045976	negative regulation of mitotic cell cycle, embryonic	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q02248	9606	UniProt		CTNNB1,CTNNB,OK/SW-cl.35,PRO2286	protein	P
UniProtKB	P35222	CTNNB1	involved_in	GO:0045976	negative regulation of mitotic cell cycle, embryonic	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q02248|ensembl:ENSMUSP00000007130	9606	Ensembl		CTNNB1,CTNNB,OK/SW-cl.35,PRO2286	protein	P
UniProtKB	P35222	CTNNB1	involved_in	GO:0070602	regulation of centromeric sister chromatid cohesion	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q02248|ensembl:ENSMUSP00000007130	9606	Ensembl		CTNNB1,CTNNB,OK/SW-cl.35,PRO2286	protein	P
UniProtKB	P35241	RDX	involved_in	GO:1900087	positive regulation of G1/S transition of mitotic cell cycle	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q5PQK5	9606	UniProt	results_in_division_of(CL:0002258),happens_during(GO:0097067)	RDX	protein	P
UniProtKB	P35244	RPA3	involved_in	GO:0007346	regulation of mitotic cell cycle	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9CQ71|ensembl:ENSMUSP00000012627	9606	Ensembl		RPA3,REPA3,RPA14	protein	P
UniProtKB	P35354	PTGS2	involved_in	GO:0045786	negative regulation of cell cycle	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P35355|ensembl:ENSRNOP00000003567	9606	Ensembl		PTGS2,COX2	protein	P
UniProtKB	P35462	DRD3	involved_in	GO:0045840	positive regulation of mitotic nuclear division	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:P19020	9606	BHF-UCL		DRD3	protein	P
UniProtKB	P35548	MSX2	involved_in	GO:0090427	activation of meiosis	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q03358|ensembl:ENSMUSP00000021922	9606	Ensembl		MSX2,HOX8	protein	P
UniProtKB	P35579	MYH9	involved_in	GO:0000212	meiotic spindle organization	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8VDD5|ensembl:ENSMUSP00000016771	9606	Ensembl		MYH9	protein	P
UniProtKB	P35579	MYH9	involved_in	GO:0051295	establishment of meiotic spindle localization	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8VDD5|ensembl:ENSMUSP00000016771	9606	Ensembl		MYH9	protein	P
UniProtKB	P35580	MYH10	involved_in	GO:0000281	mitotic cytokinesis	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:1930780|PANTHER:PTN002897265|UniProtKB:P35580	9606	GO_Central		MYH10	protein	P
UniProtKB	P35658	NUP214	involved_in	GO:0051726	regulation of cell cycle	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q80U93|ensembl:ENSMUSP00000066492	9606	Ensembl		NUP214,CAIN,CAN,KIAA0023	protein	P
UniProtKB	P38398	BRCA1	involved_in	GO:0007095	mitotic G2 DNA damage checkpoint signaling	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN000349142|UniProtKB:P38398	9606	GO_Central		BRCA1,RNF53	protein	P
UniProtKB	P38398	BRCA1	involved_in	GO:0007098	centrosome cycle	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P48754|ensembl:ENSMUSP00000017290	9606	Ensembl		BRCA1,RNF53	protein	P
UniProtKB	P38398	BRCA1	involved_in	GO:0044818	mitotic G2/M transition checkpoint	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P48754|ensembl:ENSMUSP00000017290	9606	Ensembl		BRCA1,RNF53	protein	P
UniProtKB	P38571	LIPA	involved_in	GO:0000278	mitotic cell cycle	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9Z0M5|ensembl:ENSMUSP00000053270	9606	Ensembl		LIPA	protein	P
UniProtKB	P38936	CDKN1A	acts_upstream_of_or_within	GO:2000134	negative regulation of G1/S transition of mitotic cell cycle	ECO:0000316	IGI	PMID:21628527	UniProtKB:Q96LR5	9606	MGI		CDKN1A,CAP20,CDKN1,CIP1,MDA6,PIC1,SDI1,WAF1	protein	P
UniProtKB	P38936	CDKN1A	involved_in	GO:0007346	regulation of mitotic cell cycle	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P39689|ensembl:ENSMUSP00000156559	9606	Ensembl		CDKN1A,CAP20,CDKN1,CIP1,MDA6,PIC1,SDI1,WAF1	protein	P
UniProtKB	P38936	CDKN1A	involved_in	GO:0051726	regulation of cell cycle	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P39689|ensembl:ENSMUSP00000156559	9606	Ensembl		CDKN1A,CAP20,CDKN1,CIP1,MDA6,PIC1,SDI1,WAF1	protein	P
UniProtKB	P38936	CDKN1A	involved_in	GO:0051726	regulation of cell cycle	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q564P6|ensembl:ENSMUSP00000156559	9606	Ensembl		CDKN1A,CAP20,CDKN1,CIP1,MDA6,PIC1,SDI1,WAF1	protein	P
UniProtKB	P38936	CDKN1A	involved_in	GO:0051726	regulation of cell cycle	ECO:0000250	ISS	PMID:24380855	UniProtKB:P39689	9606	BHF-UCL	part_of(GO:1905179),occurs_in(UBERON:0002082)	CDKN1A,CAP20,CDKN1,CIP1,MDA6,PIC1,SDI1,WAF1	protein	P
UniProtKB	P38936	CDKN1A	involved_in	GO:2000045	regulation of G1/S transition of mitotic cell cycle	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN002929215|UniProtKB:P38936	9606	GO_Central		CDKN1A,CAP20,CDKN1,CIP1,MDA6,PIC1,SDI1,WAF1	protein	P
UniProtKB	P40424	PBX1	involved_in	GO:0000086	G2/M transition of mitotic cell cycle	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P41778|ensembl:ENSMUSP00000135516	9606	Ensembl		PBX1,PRL	protein	P
UniProtKB	P40424	PBX1	involved_in	GO:0010971	positive regulation of G2/M transition of mitotic cell cycle	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P41778|ensembl:ENSMUSP00000135516	9606	Ensembl		PBX1,PRL	protein	P
UniProtKB	P40692	MLH1	involved_in	GO:0000712	resolution of meiotic recombination intermediates	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9JK91|ensembl:ENSMUSP00000035079	9606	Ensembl		MLH1,COCA2	protein	P
UniProtKB	P40692	MLH1	involved_in	GO:0007060	male meiosis chromosome segregation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9JK91|ensembl:ENSMUSP00000035079	9606	Ensembl		MLH1,COCA2	protein	P
UniProtKB	P40692	MLH1	involved_in	GO:0007129	homologous chromosome pairing at meiosis	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9JK91|ensembl:ENSMUSP00000035079	9606	Ensembl		MLH1,COCA2	protein	P
UniProtKB	P40692	MLH1	involved_in	GO:0007131	reciprocal meiotic recombination	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9JK91|ensembl:ENSMUSP00000035079	9606	Ensembl		MLH1,COCA2	protein	P
UniProtKB	P40692	MLH1	involved_in	GO:0007140	male meiotic nuclear division	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9JK91|ensembl:ENSMUSP00000035079	9606	Ensembl		MLH1,COCA2	protein	P
UniProtKB	P40692	MLH1	involved_in	GO:0016321	female meiosis chromosome segregation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9JK91|ensembl:ENSMUSP00000035079	9606	Ensembl		MLH1,COCA2	protein	P
UniProtKB	P40692	MLH1	involved_in	GO:0043060	meiotic metaphase I homologous chromosome alignment	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9JK91|ensembl:ENSMUSP00000035079	9606	Ensembl		MLH1,COCA2	protein	P
UniProtKB	P40692	MLH1	involved_in	GO:0045132	meiotic chromosome segregation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9JK91|ensembl:ENSMUSP00000035079	9606	Ensembl		MLH1,COCA2	protein	P
UniProtKB	P40692	MLH1	involved_in	GO:0045141	meiotic telomere clustering	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9JK91|ensembl:ENSMUSP00000035079	9606	Ensembl		MLH1,COCA2	protein	P
UniProtKB	P40692	MLH1	involved_in	GO:0045143	homologous chromosome segregation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9JK91|ensembl:ENSMUSP00000035079	9606	Ensembl		MLH1,COCA2	protein	P
UniProtKB	P40692	MLH1	involved_in	GO:0051257	meiotic spindle midzone assembly	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9JK91|ensembl:ENSMUSP00000035079	9606	Ensembl		MLH1,COCA2	protein	P
UniProtKB	P40692	MLH1	involved_in	GO:0051321	meiotic cell cycle	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9JK91|ensembl:ENSMUSP00000035079	9606	Ensembl		MLH1,COCA2	protein	P
UniProtKB	P40763	STAT3	involved_in	GO:0051726	regulation of cell cycle	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P42227|ensembl:ENSMUSP00000120152	9606	Ensembl		STAT3,APRF	protein	P
UniProtKB	P41002	CCNF	involved_in	GO:0000320	re-entry into mitotic cell cycle	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P51944|ensembl:ENSMUSP00000111048	9606	Ensembl		CCNF,FBX1,FBXO1	protein	P
UniProtKB	P41002	CCNF	involved_in	GO:0010826	negative regulation of centrosome duplication	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P51944|ensembl:ENSMUSP00000111048	9606	Ensembl		CCNF,FBX1,FBXO1	protein	P
UniProtKB	P41002	CCNF	involved_in	GO:0044772	mitotic cell cycle phase transition	ECO:0000318	IBA	GO_REF:0000033	CGD:CAL0000185532|CGD:CAL0000199358|FB:FBgn0010382|MGI:MGI:88313|PANTHER:PTN000019791|PomBase:SPAPB2B4.03|RGD:2293|RGD:621083|SGD:S000002314|SGD:S000003340|SGD:S000003341|SGD:S000004200|SGD:S000006323|SGD:S000006324|TAIR:locus:2124331|UniProtKB:P20248|UniProtKB:P24385|UniProtKB:P24864|UniProtKB:P30279|UniProtKB:P30281|UniProtKB:Q57WP1|UniProtKB:Q585A1|WB:WBGene00000871	9606	GO_Central		CCNF,FBX1,FBXO1	protein	P
UniProtKB	P41159	LEP	involved_in	GO:0051726	regulation of cell cycle	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P41160|ensembl:ENSMUSP00000067046	9606	Ensembl		LEP,OB,OBS	protein	P
UniProtKB	P41208	CETN2	involved_in	GO:0007099	centriole replication	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN000549683|UniProtKB:P41208	9606	GO_Central		CETN2,CALT,CEN2	protein	P
UniProtKB	P41221	WNT5A	involved_in	GO:0045836	positive regulation of meiotic nuclear division	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P22725|ensembl:ENSMUSP00000064878	9606	Ensembl		WNT5A	protein	P
UniProtKB	P41221	WNT5A	involved_in	GO:0140013	meiotic nuclear division	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P22725|ensembl:ENSMUSP00000064878	9606	Ensembl		WNT5A	protein	P
UniProtKB	P42574	CASP3	involved_in	GO:0045786	negative regulation of cell cycle	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P70677|ensembl:ENSMUSP00000147767	9606	Ensembl		CASP3,CPP32	protein	P
UniProtKB	P42695	NCAPD3	involved_in	GO:0007076	mitotic chromosome condensation	ECO:0000318	IBA	GO_REF:0000033	FB:FBgn0039680|PANTHER:PTN000368592|PomBase:SPBC776.13|SGD:S000004262|UniProtKB:P42695|UniProtKB:Q15021|WB:WBGene00001833	9606	GO_Central		NCAPD3,CAPD3,KIAA0056	protein	P
UniProtKB	P42771	CDKN2A	involved_in	GO:2000045	regulation of G1/S transition of mitotic cell cycle	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:104737|PANTHER:PTN007779263|UniProtKB:P42771|UniProtKB:P42773|UniProtKB:P55273	9606	GO_Central		CDKN2A,CDKN2,MTS1	protein	P
UniProtKB	P42772	CDKN2B	involved_in	GO:1902807	negative regulation of cell cycle G1/S phase transition	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P55272|ensembl:ENSRNOP00000089509	9606	Ensembl		CDKN2B,MTS2	protein	P
UniProtKB	P42772	CDKN2B	involved_in	GO:2000045	regulation of G1/S transition of mitotic cell cycle	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:104737|PANTHER:PTN007779263|UniProtKB:P42771|UniProtKB:P42773|UniProtKB:P55273	9606	GO_Central		CDKN2B,MTS2	protein	P
UniProtKB	P42772	CDKN2B	involved_in	GO:2000134	negative regulation of G1/S transition of mitotic cell cycle	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P55271|ensembl:ENSMUSP00000095595	9606	Ensembl		CDKN2B,MTS2	protein	P
UniProtKB	P42773	CDKN2C	involved_in	GO:2000045	regulation of G1/S transition of mitotic cell cycle	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:104737|PANTHER:PTN007779263|UniProtKB:P42771|UniProtKB:P42773|UniProtKB:P55273	9606	GO_Central		CDKN2C,CDKN6	protein	P
UniProtKB	P43034	PAFAH1B1	involved_in	GO:0000132	establishment of mitotic spindle orientation	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN000752736|UniProtKB:P43034|WB:WBGene00003047	9606	GO_Central		PAFAH1B1,LIS1,MDCR,MDS,PAFAHA	protein	P
UniProtKB	P43034	PAFAH1B1	involved_in	GO:0045931	positive regulation of mitotic cell cycle	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P63004|ensembl:ENSRNOP00000003696	9606	Ensembl		PAFAH1B1,LIS1,MDCR,MDS,PAFAHA	protein	P
UniProtKB	P43246	MSH2	involved_in	GO:0031573	mitotic intra-S DNA damage checkpoint signaling	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P43247|ensembl:ENSMUSP00000024967	9606	Ensembl		MSH2	protein	P
UniProtKB	P43246	MSH2	involved_in	GO:0051726	regulation of cell cycle	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P43247|ensembl:ENSMUSP00000024967	9606	Ensembl		MSH2	protein	P
UniProtKB	P46013	MKI67	involved_in	GO:0007088	regulation of mitotic nuclear division	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN001091477|UniProtKB:P46013	9606	GO_Central		MKI67	protein	P
UniProtKB	P46013	MKI67	involved_in	GO:0051983	regulation of chromosome segregation	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN001091477|UniProtKB:P46013	9606	GO_Central		MKI67	protein	P
UniProtKB	P46089	GPR3	involved_in	GO:0040020	regulation of meiotic nuclear division	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P35413|ensembl:ENSMUSP00000101531	9606	Ensembl		GPR3,ACCA	protein	P
UniProtKB	P46100	ATRX	involved_in	GO:0000212	meiotic spindle organization	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q61687|ensembl:ENSMUSP00000109203	9606	Ensembl		ATRX,RAD54L,XH2	protein	P
UniProtKB	P46100	ATRX	involved_in	GO:0010571	positive regulation of nuclear cell cycle DNA replication	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q61687	9606	UniProt		ATRX,RAD54L,XH2	protein	P
UniProtKB	P46100	ATRX	involved_in	GO:0010571	positive regulation of nuclear cell cycle DNA replication	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q61687|ensembl:ENSMUSP00000109203	9606	Ensembl		ATRX,RAD54L,XH2	protein	P
UniProtKB	P46100	ATRX	involved_in	GO:0070192	chromosome organization involved in meiotic cell cycle	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q61687|ensembl:ENSMUSP00000109203	9606	Ensembl		ATRX,RAD54L,XH2	protein	P
UniProtKB	P46379	BAG6	involved_in	GO:0007130	synaptonemal complex assembly	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q9Z1R2	9606	UniProt		BAG6,BAT3,G3	protein	P
UniProtKB	P46379	BAG6	involved_in	GO:0007130	synaptonemal complex assembly	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9Z1R2|ensembl:ENSMUSP00000025250	9606	Ensembl		BAG6,BAT3,G3	protein	P
UniProtKB	P46527	CDKN1B	involved_in	GO:0000082	G1/S transition of mitotic cell cycle	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P46414|ensembl:ENSMUSP00000065832	9606	Ensembl		CDKN1B,KIP1,p27	protein	P
UniProtKB	P46527	CDKN1B	involved_in	GO:0007096	regulation of exit from mitosis	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P46414|ensembl:ENSMUSP00000065832	9606	Ensembl		CDKN1B,KIP1,p27	protein	P
UniProtKB	P46527	CDKN1B	involved_in	GO:0007346	regulation of mitotic cell cycle	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P46414|ensembl:ENSMUSP00000065832	9606	Ensembl		CDKN1B,KIP1,p27	protein	P
UniProtKB	P46527	CDKN1B	involved_in	GO:0051726	regulation of cell cycle	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P46414|ensembl:ENSMUSP00000065832	9606	Ensembl		CDKN1B,KIP1,p27	protein	P
UniProtKB	P46527	CDKN1B	involved_in	GO:0051726	regulation of cell cycle	ECO:0000250	ISS	PMID:24380855	UniProtKB:P46414	9606	BHF-UCL	part_of(GO:1905179),occurs_in(UBERON:0002082)	CDKN1B,KIP1,p27	protein	P
UniProtKB	P46695	IER3	involved_in	GO:0007095	mitotic G2 DNA damage checkpoint signaling	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P46694|ensembl:ENSMUSP00000003635	9606	Ensembl		IER3,DIF2,IEX1,PRG1	protein	P
UniProtKB	P47928	ID4	involved_in	GO:0000082	G1/S transition of mitotic cell cycle	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P41139|ensembl:ENSMUSP00000021810	9606	Ensembl		ID4,BHLHB27	protein	P
UniProtKB	P47974	ZFP36L2	involved_in	GO:1901991	negative regulation of mitotic cell cycle phase transition	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:P23949	9606	UniProt		ZFP36L2,ERF2,RNF162C,TIS11D	protein	P
UniProtKB	P47974	ZFP36L2	involved_in	GO:1901991	negative regulation of mitotic cell cycle phase transition	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P23949|ensembl:ENSMUSP00000050820	9606	Ensembl		ZFP36L2,ERF2,RNF162C,TIS11D	protein	P
UniProtKB	P48730	CSNK1D	involved_in	GO:0051225	spindle assembly	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN002629128|UniProtKB:P48730	9606	GO_Central		CSNK1D,HCKID	protein	P
UniProtKB	P49336	CDK8	involved_in	GO:0051726	regulation of cell cycle	ECO:0000366	IEA	GO_REF:0000108	GO:0004693	9606	GOC		CDK8	protein	P
UniProtKB	P49454	CENPF	involved_in	GO:0000278	mitotic cell cycle	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN000429985|UniProtKB:P49454	9606	GO_Central		CENPF	protein	P
UniProtKB	P49454	CENPF	involved_in	GO:0010389	regulation of G2/M transition of mitotic cell cycle	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN000429985|UniProtKB:P49454	9606	GO_Central		CENPF	protein	P
UniProtKB	P49454	CENPF	involved_in	GO:0051310	metaphase chromosome alignment	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN000429985|UniProtKB:P49454	9606	GO_Central		CENPF	protein	P
UniProtKB	P49715	CEBPA	involved_in	GO:0045786	negative regulation of cell cycle	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P53566|ensembl:ENSMUSP00000096129	9606	Ensembl		CEBPA,CEBP	protein	P
UniProtKB	P49959	MRE11	involved_in	GO:0007095	mitotic G2 DNA damage checkpoint signaling	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q61216|ensembl:ENSMUSP00000034405	9606	Ensembl		MRE11,HNGS1,MRE11A	protein	P
UniProtKB	P49959	MRE11	involved_in	GO:0007129	homologous chromosome pairing at meiosis	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q61216|ensembl:ENSMUSP00000034405	9606	Ensembl		MRE11,HNGS1,MRE11A	protein	P
UniProtKB	P49959	MRE11	involved_in	GO:0031573	mitotic intra-S DNA damage checkpoint signaling	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q61216|ensembl:ENSMUSP00000034405	9606	Ensembl		MRE11,HNGS1,MRE11A	protein	P
UniProtKB	P50553	ASCL1	involved_in	GO:0007346	regulation of mitotic cell cycle	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q02067|ensembl:ENSMUSP00000020243	9606	Ensembl		ASCL1,ASH1,BHLHA46,HASH1	protein	P
UniProtKB	P50553	ASCL1	involved_in	GO:0045787	positive regulation of cell cycle	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q02067|ensembl:ENSMUSP00000020243	9606	Ensembl		ASCL1,ASH1,BHLHA46,HASH1	protein	P
UniProtKB	P50570	DNM2	involved_in	GO:0007098	centrosome cycle	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:P39052	9606	UniProt		DNM2,DYN2	protein	P
