GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO NAME	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	GENE_PRODUCT_NAME	GENE_PRODUCT_SYNONYMS	GENE_PRODUCT_TYPE	GO ASPECT
UniProtKB	A0A0B4J1U7	IGHV6-1	involved_in	GO:0002250	adaptive immune response	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-1064	9606	UniProt		Immunoglobulin heavy variable 6-1	IGHV6-1	protein	P
UniProtKB	A0A0B4J1U7	IGHV6-1	involved_in	GO:0002376	immune system process	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0391	9606	UniProt		Immunoglobulin heavy variable 6-1	IGHV6-1	protein	P
UniProtKB	A0A0B4J1U7	IGHV6-1	involved_in	GO:0016064	immunoglobulin mediated immune response	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:96447|PANTHER:PTN001510949	9606	GO_Central		Immunoglobulin heavy variable 6-1	IGHV6-1	protein	P
UniProtKB	A0A0B4J1U7	IGHV6-1	involved_in	GO:0016064	immunoglobulin mediated immune response	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR23266:SF323	9606	TreeGrafter		Immunoglobulin heavy variable 6-1	IGHV6-1	protein	P
UniProtKB	A0A0B4J1V0	IGHV3-15	involved_in	GO:0002250	adaptive immune response	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-1064	9606	UniProt		Immunoglobulin heavy variable 3-15	IGHV3-15	protein	P
UniProtKB	A0A0B4J1V0	IGHV3-15	involved_in	GO:0002376	immune system process	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0391	9606	UniProt		Immunoglobulin heavy variable 3-15	IGHV3-15	protein	P
UniProtKB	A0A0B4J1V0	IGHV3-15	involved_in	GO:0016064	immunoglobulin mediated immune response	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:96447|PANTHER:PTN001510949	9606	GO_Central		Immunoglobulin heavy variable 3-15	IGHV3-15	protein	P
UniProtKB	A0A0B4J1V0	IGHV3-15	involved_in	GO:0016064	immunoglobulin mediated immune response	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR23266:SF313	9606	TreeGrafter		Immunoglobulin heavy variable 3-15	IGHV3-15	protein	P
UniProtKB	A0A0B4J1V1	IGHV3-21	involved_in	GO:0002250	adaptive immune response	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-1064	9606	UniProt		Immunoglobulin heavy variable 3-21	IGHV3-21	protein	P
UniProtKB	A0A0B4J1V1	IGHV3-21	involved_in	GO:0002376	immune system process	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0391	9606	UniProt		Immunoglobulin heavy variable 3-21	IGHV3-21	protein	P
UniProtKB	A0A0B4J1V1	IGHV3-21	involved_in	GO:0016064	immunoglobulin mediated immune response	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:96447|PANTHER:PTN001510949	9606	GO_Central		Immunoglobulin heavy variable 3-21	IGHV3-21	protein	P
UniProtKB	A0A0B4J1V1	IGHV3-21	involved_in	GO:0016064	immunoglobulin mediated immune response	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR23266:SF386	9606	TreeGrafter		Immunoglobulin heavy variable 3-21	IGHV3-21	protein	P
UniProtKB	A0A0B4J1V2	IGHV2-26	involved_in	GO:0002250	adaptive immune response	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-1064	9606	UniProt		Immunoglobulin heavy variable 2-26	IGHV2-26	protein	P
UniProtKB	A0A0B4J1V2	IGHV2-26	involved_in	GO:0002376	immune system process	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0391	9606	UniProt		Immunoglobulin heavy variable 2-26	IGHV2-26	protein	P
UniProtKB	A0A0B4J1V2	IGHV2-26	involved_in	GO:0016064	immunoglobulin mediated immune response	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:96447|PANTHER:PTN001510949	9606	GO_Central		Immunoglobulin heavy variable 2-26	IGHV2-26	protein	P
UniProtKB	A0A0B4J1V2	IGHV2-26	involved_in	GO:0016064	immunoglobulin mediated immune response	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR23266:SF281	9606	TreeGrafter		Immunoglobulin heavy variable 2-26	IGHV2-26	protein	P
UniProtKB	A0A0B4J1V6	IGHV3-73	involved_in	GO:0002250	adaptive immune response	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-1064	9606	UniProt		Immunoglobulin heavy variable 3-73	IGHV3-73	protein	P
UniProtKB	A0A0B4J1V6	IGHV3-73	involved_in	GO:0002376	immune system process	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0391	9606	UniProt		Immunoglobulin heavy variable 3-73	IGHV3-73	protein	P
UniProtKB	A0A0B4J1V6	IGHV3-73	involved_in	GO:0016064	immunoglobulin mediated immune response	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:96447|PANTHER:PTN001510949	9606	GO_Central		Immunoglobulin heavy variable 3-73	IGHV3-73	protein	P
UniProtKB	A0A0B4J1V6	IGHV3-73	involved_in	GO:0016064	immunoglobulin mediated immune response	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR23266:SF409	9606	TreeGrafter		Immunoglobulin heavy variable 3-73	IGHV3-73	protein	P
UniProtKB	A0A0B4J1V7	IGHV7-81	involved_in	GO:0002250	adaptive immune response	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-1064	9606	UniProt		Probable non-functional immunoglobulin heavy variable 7-81	IGHV7-81	protein	P
UniProtKB	A0A0B4J1V7	IGHV7-81	involved_in	GO:0002376	immune system process	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0391	9606	UniProt		Probable non-functional immunoglobulin heavy variable 7-81	IGHV7-81	protein	P
UniProtKB	A0A0B4J1V7	IGHV7-81	involved_in	GO:0016064	immunoglobulin mediated immune response	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:96447|PANTHER:PTN001510949	9606	GO_Central		Probable non-functional immunoglobulin heavy variable 7-81	IGHV7-81	protein	P
UniProtKB	A0A0B4J1V7	IGHV7-81	involved_in	GO:0016064	immunoglobulin mediated immune response	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR23266:SF377	9606	TreeGrafter		Probable non-functional immunoglobulin heavy variable 7-81	IGHV7-81	protein	P
UniProtKB	A0A0B4J1X5	IGHV3-74	involved_in	GO:0002250	adaptive immune response	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-1064	9606	UniProt		Immunoglobulin heavy variable 3-74	IGHV3-74	protein	P
UniProtKB	A0A0B4J1X5	IGHV3-74	involved_in	GO:0002376	immune system process	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0391	9606	UniProt		Immunoglobulin heavy variable 3-74	IGHV3-74	protein	P
UniProtKB	A0A0B4J1X5	IGHV3-74	involved_in	GO:0016064	immunoglobulin mediated immune response	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:96447|PANTHER:PTN001510949	9606	GO_Central		Immunoglobulin heavy variable 3-74	IGHV3-74	protein	P
UniProtKB	A0A0B4J1X5	IGHV3-74	involved_in	GO:0016064	immunoglobulin mediated immune response	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR23266:SF402	9606	TreeGrafter		Immunoglobulin heavy variable 3-74	IGHV3-74	protein	P
UniProtKB	A0A0B4J1X8	IGHV3-43	involved_in	GO:0002250	adaptive immune response	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-1064	9606	UniProt		Immunoglobulin heavy variable 3-43	IGHV3-43	protein	P
UniProtKB	A0A0B4J1X8	IGHV3-43	involved_in	GO:0002376	immune system process	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0391	9606	UniProt		Immunoglobulin heavy variable 3-43	IGHV3-43	protein	P
UniProtKB	A0A0B4J1X8	IGHV3-43	involved_in	GO:0016064	immunoglobulin mediated immune response	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:96447|PANTHER:PTN001510949	9606	GO_Central		Immunoglobulin heavy variable 3-43	IGHV3-43	protein	P
UniProtKB	A0A0B4J1X8	IGHV3-43	involved_in	GO:0016064	immunoglobulin mediated immune response	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR23266:SF236	9606	TreeGrafter		Immunoglobulin heavy variable 3-43	IGHV3-43	protein	P
UniProtKB	A0A0B4J1Y8	IGLV9-49	involved_in	GO:0002250	adaptive immune response	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-1064	9606	UniProt		Immunoglobulin lambda variable 9-49	IGLV9-49	protein	P
UniProtKB	A0A0B4J1Y8	IGLV9-49	involved_in	GO:0002376	immune system process	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0391	9606	UniProt		Immunoglobulin lambda variable 9-49	IGLV9-49	protein	P
UniProtKB	A0A0B4J1Y8	IGLV9-49	involved_in	GO:0006955	immune response	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:98936|PANTHER:PTN000587099|UniProtKB:P01619	9606	GO_Central		Immunoglobulin lambda variable 9-49	IGLV9-49	protein	P
UniProtKB	A0A0B4J1Y8	IGLV9-49	involved_in	GO:0006955	immune response	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR23267:SF206	9606	TreeGrafter		Immunoglobulin lambda variable 9-49	IGLV9-49	protein	P
UniProtKB	A0A0B4J1Y9	IGHV3-72	involved_in	GO:0002250	adaptive immune response	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-1064	9606	UniProt		Immunoglobulin heavy variable 3-72	IGHV3-72	protein	P
UniProtKB	A0A0B4J1Y9	IGHV3-72	involved_in	GO:0002376	immune system process	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0391	9606	UniProt		Immunoglobulin heavy variable 3-72	IGHV3-72	protein	P
UniProtKB	A0A0B4J1Y9	IGHV3-72	involved_in	GO:0016064	immunoglobulin mediated immune response	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:96447|PANTHER:PTN001510949	9606	GO_Central		Immunoglobulin heavy variable 3-72	IGHV3-72	protein	P
UniProtKB	A0A0B4J1Y9	IGHV3-72	involved_in	GO:0016064	immunoglobulin mediated immune response	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR23266:SF369	9606	TreeGrafter		Immunoglobulin heavy variable 3-72	IGHV3-72	protein	P
UniProtKB	A0A0B4J1Z2	IGKV1D-43	involved_in	GO:0002250	adaptive immune response	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-1064	9606	UniProt		Immunoglobulin kappa variable 1D-43	IGKV1D-43	protein	P
UniProtKB	A0A0B4J1Z2	IGKV1D-43	involved_in	GO:0002376	immune system process	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0391	9606	UniProt		Immunoglobulin kappa variable 1D-43	IGKV1D-43	protein	P
UniProtKB	A0A0B4J1Z2	IGKV1D-43	involved_in	GO:0006955	immune response	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:98936|PANTHER:PTN000587099|UniProtKB:P01619	9606	GO_Central		Immunoglobulin kappa variable 1D-43	IGKV1D-43	protein	P
UniProtKB	A0A0B4J1Z2	IGKV1D-43	involved_in	GO:0006955	immune response	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR23267:SF355	9606	TreeGrafter		Immunoglobulin kappa variable 1D-43	IGKV1D-43	protein	P
UniProtKB	A0A0B4J200	TRBJ2-3	involved_in	GO:0002250	adaptive immune response	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-1064	9606	UniProt		T cell receptor beta joining 2-3	TRBJ2-3,hCG_2039521	protein	P
UniProtKB	A0A0B4J200	TRBJ2-3	involved_in	GO:0002376	immune system process	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0391	9606	UniProt		T cell receptor beta joining 2-3	TRBJ2-3,hCG_2039521	protein	P
UniProtKB	A0A0B4J234	TRAV2	involved_in	GO:0002250	adaptive immune response	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-1064	9606	UniProt		T cell receptor alpha variable 2	TRAV2	protein	P
UniProtKB	A0A0B4J234	TRAV2	involved_in	GO:0002376	immune system process	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0391	9606	UniProt		T cell receptor alpha variable 2	TRAV2	protein	P
UniProtKB	A0A0B4J234	TRAV2	involved_in	GO:0006955	immune response	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:98936|PANTHER:PTN000587099|UniProtKB:P01619	9606	GO_Central		T cell receptor alpha variable 2	TRAV2	protein	P
UniProtKB	A0A0B4J235	TRAV13-2	involved_in	GO:0002250	adaptive immune response	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-1064	9606	UniProt		T cell receptor alpha variable 13-2	TRAV13-2	protein	P
UniProtKB	A0A0B4J235	TRAV13-2	involved_in	GO:0002376	immune system process	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0391	9606	UniProt		T cell receptor alpha variable 13-2	TRAV13-2	protein	P
UniProtKB	A0A0B4J237	TRAV8-2	involved_in	GO:0002250	adaptive immune response	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-1064	9606	UniProt		T cell receptor alpha variable 8-2	TRAV8-2	protein	P
UniProtKB	A0A0B4J237	TRAV8-2	involved_in	GO:0002376	immune system process	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0391	9606	UniProt		T cell receptor alpha variable 8-2	TRAV8-2	protein	P
UniProtKB	A0A0B4J238	TRAV1-2	involved_in	GO:0002250	adaptive immune response	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-1064	9606	UniProt		T cell receptor alpha variable 1-2	TRAV1-2	protein	P
UniProtKB	A0A0B4J238	TRAV1-2	involved_in	GO:0002376	immune system process	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0391	9606	UniProt		T cell receptor alpha variable 1-2	TRAV1-2	protein	P
UniProtKB	A0A0B4J240	TRAV10	involved_in	GO:0002250	adaptive immune response	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-1064	9606	UniProt		T cell receptor alpha variable 10	TRAV10	protein	P
UniProtKB	A0A0B4J240	TRAV10	involved_in	GO:0002376	immune system process	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0391	9606	UniProt		T cell receptor alpha variable 10	TRAV10	protein	P
UniProtKB	A0A0B4J241	TRAV13-1	involved_in	GO:0002250	adaptive immune response	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-1064	9606	UniProt		T cell receptor alpha variable 13-1	TRAV13-1	protein	P
UniProtKB	A0A0B4J241	TRAV13-1	involved_in	GO:0002376	immune system process	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0391	9606	UniProt		T cell receptor alpha variable 13-1	TRAV13-1	protein	P
UniProtKB	A0A0B4J244	TRAV3	involved_in	GO:0002250	adaptive immune response	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-1064	9606	UniProt		T cell receptor alpha variable 3	TRAV3	protein	P
UniProtKB	A0A0B4J244	TRAV3	involved_in	GO:0002376	immune system process	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0391	9606	UniProt		T cell receptor alpha variable 3	TRAV3	protein	P
UniProtKB	A0A0B4J245	TRAV12-1	involved_in	GO:0002250	adaptive immune response	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-1064	9606	UniProt		T cell receptor alpha variable 12-1	TRAV12-1	protein	P
UniProtKB	A0A0B4J245	TRAV12-1	involved_in	GO:0002376	immune system process	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0391	9606	UniProt		T cell receptor alpha variable 12-1	TRAV12-1	protein	P
UniProtKB	A0A0B4J248	TRAV1-1	involved_in	GO:0002250	adaptive immune response	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-1064	9606	UniProt		T cell receptor alpha variable 1-1	TRAV1-1	protein	P
UniProtKB	A0A0B4J248	TRAV1-1	involved_in	GO:0002376	immune system process	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0391	9606	UniProt		T cell receptor alpha variable 1-1	TRAV1-1	protein	P
UniProtKB	A0A0B4J249	TRAV5	involved_in	GO:0002250	adaptive immune response	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-1064	9606	UniProt		T cell receptor alpha variable 5	TRAV5	protein	P
UniProtKB	A0A0B4J249	TRAV5	involved_in	GO:0002376	immune system process	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0391	9606	UniProt		T cell receptor alpha variable 5	TRAV5	protein	P
UniProtKB	A0A0B4J262	TRAV8-6	involved_in	GO:0002250	adaptive immune response	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-1064	9606	UniProt		T cell receptor alpha variable 8-6	TRAV8-6	protein	P
UniProtKB	A0A0B4J262	TRAV8-6	involved_in	GO:0002376	immune system process	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0391	9606	UniProt		T cell receptor alpha variable 8-6	TRAV8-6	protein	P
UniProtKB	A0A0B4J263	TRAV39	involved_in	GO:0002250	adaptive immune response	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-1064	9606	UniProt		T cell receptor alpha variable 39	TRAV39	protein	P
UniProtKB	A0A0B4J263	TRAV39	involved_in	GO:0002376	immune system process	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0391	9606	UniProt		T cell receptor alpha variable 39	TRAV39	protein	P
UniProtKB	A0A0B4J264	TRAV38-1	involved_in	GO:0002250	adaptive immune response	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-1064	9606	UniProt		T cell receptor alpha variable 38-1	TRAV38-1	protein	P
UniProtKB	A0A0B4J264	TRAV38-1	involved_in	GO:0002376	immune system process	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0391	9606	UniProt		T cell receptor alpha variable 38-1	TRAV38-1	protein	P
UniProtKB	A0A0B4J264	TRAV38-1	involved_in	GO:0006955	immune response	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:98936|PANTHER:PTN000587099|UniProtKB:P01619	9606	GO_Central		T cell receptor alpha variable 38-1	TRAV38-1	protein	P
UniProtKB	A0A0B4J265	TRAV26-2	involved_in	GO:0002250	adaptive immune response	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-1064	9606	UniProt		T cell receptor alpha variable 26-2	TRAV26-2	protein	P
UniProtKB	A0A0B4J265	TRAV26-2	involved_in	GO:0002376	immune system process	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0391	9606	UniProt		T cell receptor alpha variable 26-2	TRAV26-2	protein	P
UniProtKB	A0A0B4J266	TRAV41	involved_in	GO:0002250	adaptive immune response	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-1064	9606	UniProt		T cell receptor alpha variable 41	TRAV41	protein	P
UniProtKB	A0A0B4J266	TRAV41	involved_in	GO:0002376	immune system process	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0391	9606	UniProt		T cell receptor alpha variable 41	TRAV41	protein	P
UniProtKB	A0A0B4J268	TRAV4	involved_in	GO:0002250	adaptive immune response	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-1064	9606	UniProt		T cell receptor alpha variable 4	TRAV4	protein	P
UniProtKB	A0A0B4J268	TRAV4	involved_in	GO:0002376	immune system process	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0391	9606	UniProt		T cell receptor alpha variable 4	TRAV4	protein	P
UniProtKB	A0A0B4J271	TRAV12-3	involved_in	GO:0002250	adaptive immune response	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-1064	9606	UniProt		T cell receptor alpha variable 12-3	TRAV12-3	protein	P
UniProtKB	A0A0B4J271	TRAV12-3	involved_in	GO:0002376	immune system process	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0391	9606	UniProt		T cell receptor alpha variable 12-3	TRAV12-3	protein	P
UniProtKB	A0A0B4J272	TRAV24	involved_in	GO:0002250	adaptive immune response	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-1064	9606	UniProt		T cell receptor alpha variable 24	TRAV24	protein	P
UniProtKB	A0A0B4J272	TRAV24	involved_in	GO:0002376	immune system process	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0391	9606	UniProt		T cell receptor alpha variable 24	TRAV24	protein	P
UniProtKB	A0A0B4J273	TRAV34	involved_in	GO:0002250	adaptive immune response	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-1064	9606	UniProt		T cell receptor alpha variable 34	TRAV34	protein	P
UniProtKB	A0A0B4J273	TRAV34	involved_in	GO:0002376	immune system process	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0391	9606	UniProt		T cell receptor alpha variable 34	TRAV34	protein	P
UniProtKB	A0A0B4J274	TRAV20	involved_in	GO:0002250	adaptive immune response	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-1064	9606	UniProt		T cell receptor alpha variable 20	TRAV20	protein	P
UniProtKB	A0A0B4J274	TRAV20	involved_in	GO:0002376	immune system process	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0391	9606	UniProt		T cell receptor alpha variable 20	TRAV20	protein	P
UniProtKB	A0A0B4J275	TRAV17	involved_in	GO:0002250	adaptive immune response	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-1064	9606	UniProt		T cell receptor alpha variable 17	TRAV17	protein	P
UniProtKB	A0A0B4J275	TRAV17	involved_in	GO:0002376	immune system process	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0391	9606	UniProt		T cell receptor alpha variable 17	TRAV17	protein	P
UniProtKB	A0A0B4J276	TRAV25	involved_in	GO:0002250	adaptive immune response	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-1064	9606	UniProt		T cell receptor alpha variable 25	TRAV25	protein	P
UniProtKB	A0A0B4J276	TRAV25	involved_in	GO:0002376	immune system process	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0391	9606	UniProt		T cell receptor alpha variable 25	TRAV25	protein	P
UniProtKB	A0A0B4J277	TRAV22	involved_in	GO:0002250	adaptive immune response	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-1064	9606	UniProt		T cell receptor alpha variable 22	TRAV22	protein	P
UniProtKB	A0A0B4J277	TRAV22	involved_in	GO:0002376	immune system process	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0391	9606	UniProt		T cell receptor alpha variable 22	TRAV22	protein	P
UniProtKB	A0A0B4J279	TRAV21	involved_in	GO:0002250	adaptive immune response	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-1064	9606	UniProt		T cell receptor alpha variable 21	TRAV21	protein	P
UniProtKB	A0A0B4J279	TRAV21	involved_in	GO:0002376	immune system process	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0391	9606	UniProt		T cell receptor alpha variable 21	TRAV21	protein	P
UniProtKB	A0A0B4J280	TRAV40	involved_in	GO:0002250	adaptive immune response	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-1064	9606	UniProt		T cell receptor alpha variable 40	TRAV40	protein	P
UniProtKB	A0A0B4J280	TRAV40	involved_in	GO:0002376	immune system process	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0391	9606	UniProt		T cell receptor alpha variable 40	TRAV40	protein	P
UniProtKB	A0A0B4J2D9	IGKV1D-13	involved_in	GO:0002250	adaptive immune response	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-1064	9606	UniProt		Immunoglobulin kappa variable 1D-13	IGKV1D-13	protein	P
UniProtKB	A0A0B4J2D9	IGKV1D-13	involved_in	GO:0002376	immune system process	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0391	9606	UniProt		Immunoglobulin kappa variable 1D-13	IGKV1D-13	protein	P
UniProtKB	A0A0B4J2D9	IGKV1D-13	involved_in	GO:0006955	immune response	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:98936|PANTHER:PTN000587099|UniProtKB:P01619	9606	GO_Central		Immunoglobulin kappa variable 1D-13	IGKV1D-13	protein	P
UniProtKB	A0A0B4J2D9	IGKV1D-13	involved_in	GO:0006955	immune response	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR23267:SF521	9606	TreeGrafter		Immunoglobulin kappa variable 1D-13	IGKV1D-13	protein	P
UniProtKB	A0A0B4J2E0	TRBV12-4	involved_in	GO:0002250	adaptive immune response	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-1064	9606	UniProt		T cell receptor beta variable 12-4	TRBV12-4	protein	P
UniProtKB	A0A0B4J2E0	TRBV12-4	involved_in	GO:0002376	immune system process	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0391	9606	UniProt		T cell receptor beta variable 12-4	TRBV12-4	protein	P
UniProtKB	A0A0B4J2H0	IGHV1-69D	involved_in	GO:0002250	adaptive immune response	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-1064	9606	UniProt		Immunoglobulin heavy variable 1-69D	IGHV1-69D	protein	P
UniProtKB	A0A0B4J2H0	IGHV1-69D	involved_in	GO:0002376	immune system process	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0391	9606	UniProt		Immunoglobulin heavy variable 1-69D	IGHV1-69D	protein	P
UniProtKB	A0A0B4J2H0	IGHV1-69D	involved_in	GO:0016064	immunoglobulin mediated immune response	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:96447|PANTHER:PTN001510949	9606	GO_Central		Immunoglobulin heavy variable 1-69D	IGHV1-69D	protein	P
UniProtKB	A0A0B4J2H0	IGHV1-69D	involved_in	GO:0016064	immunoglobulin mediated immune response	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR23266:SF262	9606	TreeGrafter		Immunoglobulin heavy variable 1-69D	IGHV1-69D	protein	P
UniProtKB	A0A0C4DH24	IGKV6-21	involved_in	GO:0002250	adaptive immune response	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-1064	9606	UniProt		Immunoglobulin kappa variable 6-21	IGKV6-21	protein	P
UniProtKB	A0A0C4DH24	IGKV6-21	involved_in	GO:0002376	immune system process	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0391	9606	UniProt		Immunoglobulin kappa variable 6-21	IGKV6-21	protein	P
UniProtKB	A0A0C4DH24	IGKV6-21	involved_in	GO:0006955	immune response	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:98936|PANTHER:PTN000587099|UniProtKB:P01619	9606	GO_Central		Immunoglobulin kappa variable 6-21	IGKV6-21	protein	P
UniProtKB	A0A0C4DH24	IGKV6-21	involved_in	GO:0006955	immune response	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR23267:SF217	9606	TreeGrafter		Immunoglobulin kappa variable 6-21	IGKV6-21	protein	P
UniProtKB	A0A0C4DH25	IGKV3D-20	involved_in	GO:0002250	adaptive immune response	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-1064	9606	UniProt		Immunoglobulin kappa variable 3D-20	IGKV3D-20	protein	P
